locus_tag	ftype	length_bp	gene	EC_number	COG	product
JJDPLKEN_39844	CDS	642				hypothetical protein
JJDPLKEN_39845	CDS	609				hypothetical protein
JJDPLKEN_39846	CDS	2880	uvrA_22		COG0178	UvrABC system protein A
JJDPLKEN_39847	CDS	966				hypothetical protein
JJDPLKEN_39848	CDS	1503				hypothetical protein
JJDPLKEN_39849	CDS	816				hypothetical protein
JJDPLKEN_39850	CDS	1134				hypothetical protein
JJDPLKEN_39851	CDS	369				hypothetical protein
JJDPLKEN_39852	CDS	933	dusC_6	1.3.1.-		tRNA-dihydrouridine(16) synthase
JJDPLKEN_39853	CDS	1524	trkH_4		COG0168	Trk system potassium uptake protein TrkH
JJDPLKEN_39854	CDS	1335	trkA_9		COG0569	Trk system potassium uptake protein TrkA
JJDPLKEN_39855	CDS	1944	dxs_12	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
JJDPLKEN_39856	CDS	303				hypothetical protein
JJDPLKEN_39857	CDS	372				hypothetical protein
JJDPLKEN_39858	CDS	213				hypothetical protein
JJDPLKEN_39859	CDS	198				hypothetical protein
JJDPLKEN_39860	CDS	669	kdgA_10		COG0800	KHG/KDPG aldolase
JJDPLKEN_39861	CDS	1023	iolC_12	2.7.1.92		5-dehydro-2-deoxygluconokinase
JJDPLKEN_39862	CDS	1830	ettA_12		COG0488	Energy-dependent translational throttle protein EttA
JJDPLKEN_39863	CDS	252				hypothetical protein
JJDPLKEN_39864	CDS	621				hypothetical protein
JJDPLKEN_39865	CDS	498				hypothetical protein
JJDPLKEN_39866	CDS	1038				hypothetical protein
JJDPLKEN_39867	CDS	555				hypothetical protein
JJDPLKEN_39868	CDS	1383				hypothetical protein
JJDPLKEN_39869	CDS	756	tpiA_17	5.3.1.1		Triosephosphate isomerase
JJDPLKEN_39870	CDS	561				hypothetical protein
JJDPLKEN_39871	CDS	786		1.-.-.-	COG1028	putative oxidoreductase
JJDPLKEN_39872	CDS	1110		3.6.-.-	COG1703	putative GTPase
JJDPLKEN_39873	CDS	1101				ISAs1 family transposase ISPg6
JJDPLKEN_39874	CDS	1047				hypothetical protein
JJDPLKEN_39875	CDS	264				hypothetical protein
JJDPLKEN_39876	CDS	810	wbbD_3	2.4.1.303	COG0463	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
JJDPLKEN_39877	CDS	873	wbnK_2	2.4.1.308		O-antigen biosynthesis glycosyltransferase WbnK
JJDPLKEN_39878	CDS	795	wbnI	2.4.1.309		O-antigen biosynthesis glycosyltransferase WbnI
JJDPLKEN_39879	CDS	1011				hypothetical protein
JJDPLKEN_39880	CDS	1467				hypothetical protein
JJDPLKEN_39881	CDS	513	dapH_15	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
JJDPLKEN_39882	CDS	1299	wzxE_2			Lipid III flippase
JJDPLKEN_39883	CDS	954				hypothetical protein
JJDPLKEN_39884	CDS	414				hypothetical protein
JJDPLKEN_39885	CDS	1416				hypothetical protein
JJDPLKEN_39886	CDS	1014	korB_6	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
JJDPLKEN_39887	CDS	1845	korA_5	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
JJDPLKEN_39888	CDS	1362	pyrC_12	3.5.2.3	COG0044	Dihydroorotase
JJDPLKEN_39889	CDS	738	ppm1_4	2.4.1.-		Polyprenol monophosphomannose synthase
JJDPLKEN_39890	CDS	1197		2.6.1.1		Aspartate/prephenate aminotransferase
JJDPLKEN_39891	CDS	894				hypothetical protein
JJDPLKEN_39892	CDS	582				hypothetical protein
JJDPLKEN_39893	CDS	525	albA_4	1.3.3.13		Albonoursin synthase
JJDPLKEN_39894	CDS	957	rgtE_2	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase
JJDPLKEN_39895	CDS	561				hypothetical protein
JJDPLKEN_39896	CDS	780	surE_3	3.1.3.5	COG0496	5'-nucleotidase SurE
JJDPLKEN_39897	CDS	1041				hypothetical protein
JJDPLKEN_39898	CDS	1020				hypothetical protein
JJDPLKEN_39899	CDS	747	nfrA2_7	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
JJDPLKEN_39900	CDS	3885				hypothetical protein
JJDPLKEN_39901	CDS	2217				hypothetical protein
JJDPLKEN_39902	CDS	2286				hypothetical protein
JJDPLKEN_39903	CDS	198				hypothetical protein
JJDPLKEN_39904	CDS	1707	caiA_4	1.3.8.13		Crotonobetainyl-CoA reductase
JJDPLKEN_39905	CDS	1029	carE_6	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
JJDPLKEN_39906	CDS	873	carD_7	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
JJDPLKEN_39907	CDS	1404	purF_20	2.4.2.14	COG0034	Amidophosphoribosyltransferase
JJDPLKEN_39908	CDS	3702	purL_11	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
JJDPLKEN_39909	CDS	1362	tig_13	5.2.1.8	COG0544	Trigger factor
JJDPLKEN_39910	CDS	690	clpP_16	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
JJDPLKEN_39911	CDS	1251	clpX_12		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
JJDPLKEN_39912	CDS	2184	recQ_11	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
JJDPLKEN_39913	CDS	834	purU_2	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
JJDPLKEN_39914	CDS	591	hisH_9	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
JJDPLKEN_39915	CDS	732	hisA_7	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
JJDPLKEN_39916	CDS	714	hisF_9	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
JJDPLKEN_39917	CDS	600	hisI_9	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
JJDPLKEN_39918	CDS	678	ftsE_10		COG2884	Cell division ATP-binding protein FtsE
JJDPLKEN_39919	CDS	1398	amyE	3.2.1.1		Alpha-amylase
JJDPLKEN_39920	CDS	1146				hypothetical protein
JJDPLKEN_39921	CDS	828	mltF_20	4.2.2.-		Membrane-bound lytic murein transglycosylase F
JJDPLKEN_39922	CDS	2046				hypothetical protein
JJDPLKEN_39923	CDS	1476				hypothetical protein
JJDPLKEN_39924	CDS	1710	glnS_7	6.1.1.18	COG0008	Glutamine--tRNA ligase
JJDPLKEN_39925	CDS	612				hypothetical protein
JJDPLKEN_39926	CDS	1308	bepC_3			Outer membrane efflux protein BepC
JJDPLKEN_39927	CDS	1101	mdtA_12			Multidrug resistance protein MdtA
JJDPLKEN_39928	CDS	1254	macB_28	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
JJDPLKEN_39929	CDS	1221	macB_29	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
JJDPLKEN_39930	CDS	732	yknY_27	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
JJDPLKEN_39931	CDS	681				hypothetical protein
JJDPLKEN_39932	CDS	669				hypothetical protein
JJDPLKEN_39933	CDS	465				hypothetical protein
JJDPLKEN_39934	CDS	1956				hypothetical protein
JJDPLKEN_39935	CDS	2097	uvrB_12			UvrABC system protein B
JJDPLKEN_39936	tRNA	77				tRNA-Arg(tct)
JJDPLKEN_39937	CDS	1137	xerC_184			Tyrosine recombinase XerC
JJDPLKEN_39938	CDS	1602				hypothetical protein
JJDPLKEN_39939	CDS	783				IS21 family transposase ISHahy12
JJDPLKEN_39940	CDS	579				hypothetical protein
JJDPLKEN_39941	CDS	1182				hypothetical protein
JJDPLKEN_39942	CDS	603				hypothetical protein
JJDPLKEN_39943	CDS	105				hypothetical protein
JJDPLKEN_39944	CDS	861	zraR_11		COG2204	Transcriptional regulatory protein ZraR
JJDPLKEN_39945	CDS	1602				hypothetical protein
JJDPLKEN_39946	CDS	783				IS21 family transposase ISHahy12
JJDPLKEN_39947	CDS	1350				hypothetical protein
JJDPLKEN_39948	CDS	1098	yhcG_13	3.1.-.-	COG4804	Putative nuclease YhcG
JJDPLKEN_39949	CDS	1074				hypothetical protein
JJDPLKEN_39950	CDS	882				hypothetical protein
JJDPLKEN_39951	CDS	654				hypothetical protein
JJDPLKEN_39952	CDS	222				hypothetical protein
JJDPLKEN_39953	CDS	1011				hypothetical protein
JJDPLKEN_39954	CDS	753				hypothetical protein
JJDPLKEN_39955	CDS	957				hypothetical protein
JJDPLKEN_39956	CDS	396				hypothetical protein
JJDPLKEN_39957	CDS	516				hypothetical protein
JJDPLKEN_39958	CDS	1083				hypothetical protein
JJDPLKEN_39959	CDS	1380				hypothetical protein
JJDPLKEN_39960	CDS	330				hypothetical protein
JJDPLKEN_39961	CDS	990				hypothetical protein
JJDPLKEN_39962	CDS	1353				hypothetical protein
JJDPLKEN_39963	CDS	819				hypothetical protein
JJDPLKEN_39964	CDS	444				hypothetical protein
JJDPLKEN_39965	CDS	1128				hypothetical protein
JJDPLKEN_39966	CDS	330				hypothetical protein
JJDPLKEN_39967	CDS	1044				hypothetical protein
JJDPLKEN_39968	CDS	888				hypothetical protein
JJDPLKEN_39969	CDS	480				hypothetical protein
JJDPLKEN_39970	CDS	387				hypothetical protein
JJDPLKEN_39971	CDS	957				hypothetical protein
JJDPLKEN_39972	CDS	744				hypothetical protein
JJDPLKEN_39973	CDS	540				hypothetical protein
JJDPLKEN_39974	CDS	1536				hypothetical protein
JJDPLKEN_39975	CDS	1419	sasA_119	2.7.-.-		Adaptive-response sensory-kinase SasA
JJDPLKEN_39976	CDS	681	regX3_33		COG0745	Sensory transduction protein regX3
JJDPLKEN_39977	CDS	804				hypothetical protein
JJDPLKEN_39978	CDS	1338				hypothetical protein
JJDPLKEN_39979	CDS	933				hypothetical protein
JJDPLKEN_39980	CDS	345				hypothetical protein
JJDPLKEN_39981	CDS	1098				hypothetical protein
JJDPLKEN_39982	CDS	1110				hypothetical protein
JJDPLKEN_39983	CDS	240				hypothetical protein
JJDPLKEN_39984	CDS	264				hypothetical protein
JJDPLKEN_39985	tRNA	75				tRNA-Met(cat)
JJDPLKEN_39986	tRNA	90				tRNA-Ser(gga)
JJDPLKEN_39987	CDS	228				hypothetical protein
JJDPLKEN_39988	CDS	507	idi_7	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
JJDPLKEN_39989	CDS	2097	topB_24	5.6.2.1	COG0550	DNA topoisomerase 3
JJDPLKEN_39990	CDS	420				hypothetical protein
JJDPLKEN_39991	CDS	810	mazG_5	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
JJDPLKEN_39992	CDS	1269				hypothetical protein
JJDPLKEN_39993	CDS	1221				hypothetical protein
JJDPLKEN_39994	CDS	2232	xyl3A_3	3.2.1.37	COG1472	Xylan 1,4-beta-xylosidase
JJDPLKEN_39995	CDS	1527	purH_12		COG0138	Bifunctional purine biosynthesis protein PurH
JJDPLKEN_39996	CDS	1020	mbl_7		COG1077	Cell shape-determining protein Mbl
JJDPLKEN_39997	CDS	861				hypothetical protein
JJDPLKEN_39998	CDS	510				hypothetical protein
JJDPLKEN_39999	CDS	1866	mrdA_11	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
JJDPLKEN_40000	CDS	1470	mrdB_11	2.4.1.129		Peptidoglycan glycosyltransferase MrdB
JJDPLKEN_40001	CDS	2076				hypothetical protein
JJDPLKEN_40002	CDS	1719	menD_4	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
JJDPLKEN_40003	CDS	561	cdd_8	3.5.4.5		Cytidine deaminase
JJDPLKEN_40004	CDS	447				hypothetical protein
JJDPLKEN_40005	CDS	1338	nhaD			Na(+)/H(+) antiporter NhaD
JJDPLKEN_40006	CDS	1413	rlmCD_16	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
JJDPLKEN_40007	CDS	486		3.6.1.25	COG2954	Inorganic triphosphatase
JJDPLKEN_40008	CDS	1974	gyrB_21	5.6.2.2	COG0187	DNA gyrase subunit B
JJDPLKEN_40009	CDS	495	coaD_12	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
JJDPLKEN_40010	CDS	1575				hypothetical protein
JJDPLKEN_40011	CDS	1254	hflX_11		COG2262	GTPase HflX
JJDPLKEN_40012	CDS	1995				hypothetical protein
JJDPLKEN_40013	CDS	1095				hypothetical protein
JJDPLKEN_40014	CDS	765				hypothetical protein
JJDPLKEN_40015	CDS	1146				hypothetical protein
JJDPLKEN_40016	CDS	924				hypothetical protein
JJDPLKEN_40017	CDS	705				hypothetical protein
JJDPLKEN_40018	CDS	1044	leuB_10	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
JJDPLKEN_40019	CDS	597	leuD1_2	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
JJDPLKEN_40020	CDS	1395	leuC_10	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
JJDPLKEN_40021	CDS	1497	leuA_11	2.3.3.13	COG0119	2-isopropylmalate synthase
JJDPLKEN_40022	CDS	1338	yhaP_7		COG1668	putative protein YhaP
JJDPLKEN_40023	CDS	915	btuD_102	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JJDPLKEN_40024	CDS	849	prmA_7	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
JJDPLKEN_40025	CDS	582	rbr_11		COG1592	Rubrerythrin
JJDPLKEN_40026	CDS	516				hypothetical protein
JJDPLKEN_40027	CDS	642				hypothetical protein
JJDPLKEN_40028	CDS	930	per1_3	3.5.2.6		Extended-spectrum beta-lactamase PER-1
JJDPLKEN_40029	CDS	252	ytcD_6		COG1733	putative HTH-type transcriptional regulator YtcD
JJDPLKEN_40030	CDS	189				hypothetical protein
JJDPLKEN_40031	CDS	411				hypothetical protein
JJDPLKEN_40032	CDS	123				hypothetical protein
JJDPLKEN_40033	CDS	414		3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
JJDPLKEN_40034	CDS	570	def_16	3.5.1.88	COG0242	Peptide deformylase
JJDPLKEN_40035	CDS	1686	ettA_13		COG0488	Energy-dependent translational throttle protein EttA
JJDPLKEN_40036	CDS	1392	asnS_10	6.1.1.22	COG0017	Asparagine--tRNA ligase
JJDPLKEN_40037	CDS	1554				hypothetical protein
JJDPLKEN_40038	CDS	444				hypothetical protein
JJDPLKEN_40039	CDS	780	axeA1_7	3.1.1.72	COG0657	Acetylxylan esterase
JJDPLKEN_40040	tRNA	74				tRNA-Gly(gcc)
JJDPLKEN_40041	tRNA	74				tRNA-Gly(gcc)
JJDPLKEN_40042	tRNA	85				tRNA-Leu(gag)
JJDPLKEN_40043	tRNA	75				tRNA-Pro(ggg)
JJDPLKEN_40044	tRNA	74				tRNA-Gly(gcc)
JJDPLKEN_40045	tRNA	85				tRNA-Leu(gag)
JJDPLKEN_40046	tRNA	75				tRNA-Pro(ggg)
JJDPLKEN_40047	tRNA	74				tRNA-Gly(gcc)
JJDPLKEN_40048	tRNA	85				tRNA-Leu(gag)
JJDPLKEN_40049	tRNA	75				tRNA-Pro(ggg)
JJDPLKEN_40050	CDS	1683				hypothetical protein
JJDPLKEN_40051	CDS	1191				hypothetical protein
JJDPLKEN_40052	CDS	1290				hypothetical protein
JJDPLKEN_40053	CDS	759	kpsU	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
JJDPLKEN_40054	CDS	1167				hypothetical protein
JJDPLKEN_40055	CDS	1179	mshA_26	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JJDPLKEN_40056	CDS	825	dtd3_11	3.1.1.96		D-aminoacyl-tRNA deacylase
JJDPLKEN_40057	CDS	969				hypothetical protein
JJDPLKEN_40058	CDS	531				hypothetical protein
JJDPLKEN_40059	CDS	525		3.1.-.-	COG0322	Putative bifunctional exonuclease/endonuclease protein
JJDPLKEN_40060	CDS	867	ispH_8	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
JJDPLKEN_40061	CDS	705	cmk_29	2.7.4.25	COG0283	Cytidylate kinase
JJDPLKEN_40062	tRNA	83				tRNA-Leu(cag)
JJDPLKEN_40063	CDS	1314	norR_33			Anaerobic nitric oxide reductase transcription regulator NorR
JJDPLKEN_40064	CDS	678				hypothetical protein
JJDPLKEN_40065	CDS	312				hypothetical protein
JJDPLKEN_40066	CDS	2955				hypothetical protein
JJDPLKEN_40067	CDS	528				hypothetical protein
JJDPLKEN_40068	CDS	933	xerC_185			Tyrosine recombinase XerC
JJDPLKEN_40069	CDS	3060	hsdR_4	3.1.21.3		Type-1 restriction enzyme R protein
JJDPLKEN_40070	CDS	1212				hypothetical protein
JJDPLKEN_40071	CDS	1575				hypothetical protein
JJDPLKEN_40072	CDS	1584	ifcA_1	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
JJDPLKEN_40073	CDS	621	todT_1			Response regulator protein TodT
JJDPLKEN_40074	CDS	1794	ttrS_1	2.7.13.3	COG0642	Tetrathionate sensor histidine kinase TtrS
JJDPLKEN_40075	CDS	1776	urdA_3	1.3.99.33	COG0431	Urocanate reductase
JJDPLKEN_40076	CDS	333		1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
JJDPLKEN_40077	CDS	417	fccA_2	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
JJDPLKEN_40078	CDS	1812				hypothetical protein
JJDPLKEN_40079	CDS	900	patB_25	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
JJDPLKEN_40080	CDS	840	nadC_7	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
JJDPLKEN_40081	CDS	675				hypothetical protein
JJDPLKEN_40082	CDS	723				hypothetical protein
JJDPLKEN_40083	CDS	696	cysA_5	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
JJDPLKEN_40084	CDS	1929	recD_5	3.1.11.5		RecBCD enzyme subunit RecD
JJDPLKEN_40085	CDS	3573	recB_5	3.1.11.5		RecBCD enzyme subunit RecB
JJDPLKEN_40086	CDS	3561	recC	3.1.11.5		RecBCD enzyme subunit RecC
JJDPLKEN_40087	CDS	414				hypothetical protein
JJDPLKEN_40088	CDS	1125				hypothetical protein
JJDPLKEN_40089	CDS	714				hypothetical protein
JJDPLKEN_40090	CDS	1038	ruvB_17	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
JJDPLKEN_40091	CDS	567	ruvA_12	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
JJDPLKEN_40092	CDS	603	ruvC_7	3.1.22.4		Crossover junction endodeoxyribonuclease RuvC
JJDPLKEN_40093	CDS	1383	ffh_12		COG0541	Signal recognition particle protein
JJDPLKEN_40094	CDS	828	ccsA_4			Cytochrome c biogenesis protein CcsA
JJDPLKEN_40095	CDS	258				hypothetical protein
JJDPLKEN_40096	CDS	570	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
JJDPLKEN_40097	CDS	531				hypothetical protein
JJDPLKEN_40098	tRNA	76				tRNA-Asn(gtt)
JJDPLKEN_40099	tRNA	76				tRNA-Asn(gtt)
JJDPLKEN_40100	CDS	1203	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
JJDPLKEN_40101	CDS	123				hypothetical protein
JJDPLKEN_40102	CDS	2193	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
JJDPLKEN_40103	CDS	1308	potE_3		COG0531	Putrescine transporter PotE
JJDPLKEN_40104	CDS	243				hypothetical protein
JJDPLKEN_40105	CDS	231				hypothetical protein
JJDPLKEN_40106	CDS	2046	uvrB_13		COG0556	UvrABC system protein B
JJDPLKEN_40107	CDS	498		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
JJDPLKEN_40108	CDS	474	iscR_3		COG1959	HTH-type transcriptional regulator IscR
JJDPLKEN_40109	CDS	1209	iscS_16	2.8.1.7	COG1104	Cysteine desulfurase IscS
JJDPLKEN_40110	CDS	396	iscU_8		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
JJDPLKEN_40111	CDS	324	iscA		COG0316	Iron-binding protein IscA
JJDPLKEN_40112	CDS	501	hscB		COG1076	Co-chaperone protein HscB 
JJDPLKEN_40113	CDS	1863	hscA		COG0443	Chaperone protein HscA
JJDPLKEN_40114	CDS	339	fdx_2		COG0633	2Fe-2S ferredoxin
JJDPLKEN_40115	CDS	195	iscX		COG2975	Protein IscX
JJDPLKEN_40116	CDS	297				hypothetical protein
JJDPLKEN_40117	CDS	861	idi_8	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
JJDPLKEN_40118	CDS	1524	lysS_8	6.1.1.6		Lysine--tRNA ligase
JJDPLKEN_40119	CDS	768	yueD	1.1.1.320		Benzil reductase ((S)-benzoin forming)
JJDPLKEN_40120	CDS	891	prfB_14		COG1186	Peptide chain release factor RF2
JJDPLKEN_40121	CDS	1722	recJ_7	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
JJDPLKEN_40122	CDS	1056				hypothetical protein
JJDPLKEN_40123	CDS	1275	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
JJDPLKEN_40124	CDS	690	lolD_12	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
JJDPLKEN_40125	CDS	837	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
JJDPLKEN_40126	CDS	711				hypothetical protein
JJDPLKEN_40127	CDS	1374				hypothetical protein
JJDPLKEN_40128	CDS	351				hypothetical protein
JJDPLKEN_40129	CDS	2100	relA_12	2.7.6.5	COG0317	GTP pyrophosphokinase
JJDPLKEN_40130	tRNA	77				tRNA-Val(gac)
JJDPLKEN_40131	CDS	891	hdfR_21			HTH-type transcriptional regulator HdfR
JJDPLKEN_40132	CDS	987				hypothetical protein
JJDPLKEN_40133	CDS	609				hypothetical protein
JJDPLKEN_40134	CDS	624				hypothetical protein
JJDPLKEN_40135	CDS	540				hypothetical protein
JJDPLKEN_40136	CDS	579				hypothetical protein
JJDPLKEN_40137	CDS	441				hypothetical protein
JJDPLKEN_40138	CDS	759				hypothetical protein
JJDPLKEN_40139	CDS	132				hypothetical protein
JJDPLKEN_40140	CDS	507				hypothetical protein
JJDPLKEN_40141	CDS	1512	gabR_6		COG1167	HTH-type transcriptional regulatory protein GabR
JJDPLKEN_40142	CDS	1692	nir_1	1.7.2.2		Cytochrome c-552
JJDPLKEN_40143	tRNA	77				tRNA-Pro(ggg)
JJDPLKEN_40144	CDS	396				hypothetical protein
JJDPLKEN_40145	CDS	375	ihfA_3			Integration host factor subunit alpha
JJDPLKEN_40146	CDS	2418	pheT_12	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
JJDPLKEN_40147	CDS	1017	pheS_12	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
JJDPLKEN_40148	CDS	357	rplT_11		COG0292	50S ribosomal protein L20
JJDPLKEN_40149	CDS	198	rpmI_9		COG0291	50S ribosomal protein L35
JJDPLKEN_40150	CDS	444	infC_12		COG0290	Translation initiation factor IF-3
JJDPLKEN_40151	CDS	1923	thrS_8	6.1.1.3	COG0441	Threonine--tRNA ligase
JJDPLKEN_40152	CDS	426				hypothetical protein
JJDPLKEN_40153	CDS	408				hypothetical protein
JJDPLKEN_40154	CDS	777				hypothetical protein
JJDPLKEN_40155	CDS	171				hypothetical protein
JJDPLKEN_40156	CDS	750	surE_4	3.1.3.5	COG0496	5'-nucleotidase SurE
JJDPLKEN_40157	CDS	753	nlpD			Murein hydrolase activator NlpD
JJDPLKEN_40158	CDS	1455	rlmD_2	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
JJDPLKEN_40159	CDS	534				hypothetical protein
JJDPLKEN_40160	CDS	603				hypothetical protein
JJDPLKEN_40161	CDS	525				hypothetical protein
JJDPLKEN_40162	CDS	426	ndk_6	2.7.4.6		Nucleoside diphosphate kinase
JJDPLKEN_40163	CDS	1146	rlmN_12	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
JJDPLKEN_40164	CDS	1197	rodZ			Cytoskeleton protein RodZ
JJDPLKEN_40165	CDS	1206	ispG_10	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
JJDPLKEN_40166	CDS	1284	hisS_12	6.1.1.21		Histidine--tRNA ligase
JJDPLKEN_40167	CDS	627				hypothetical protein
JJDPLKEN_40168	CDS	1116	bamB_3		COG1520	Outer membrane protein assembly factor BamB
JJDPLKEN_40169	CDS	1332	der_17		COG1160	GTPase Der
JJDPLKEN_40170	CDS	237	hfq_2		COG1923	RNA-binding protein Hfq
JJDPLKEN_40171	CDS	1158	hflX_12		COG2262	GTPase HflX
JJDPLKEN_40172	CDS	1497				hypothetical protein
JJDPLKEN_40173	CDS	879	hflC		COG0330	Modulator of FtsH protease HflC
JJDPLKEN_40174	CDS	1164	hisZ_6		COG3705	ATP phosphoribosyltransferase regulatory subunit
JJDPLKEN_40175	CDS	1296	purA_12	6.3.4.4		Adenylosuccinate synthetase
JJDPLKEN_40176	CDS	537	gpt	2.4.2.22		Xanthine phosphoribosyltransferase
JJDPLKEN_40177	CDS	516	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
JJDPLKEN_40178	CDS	1194	moeA_5	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
JJDPLKEN_40179	CDS	456	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
JJDPLKEN_40180	CDS	2592	clpB_7		COG0542	Chaperone protein ClpB
JJDPLKEN_40181	CDS	1683				hypothetical protein
JJDPLKEN_40182	CDS	228				hypothetical protein
JJDPLKEN_40183	CDS	1113	dinB_25	2.7.7.7	COG0389	DNA polymerase IV
JJDPLKEN_40184	CDS	1269	iaaH_2	3.5.1.-		Indole-3-acetyl-aspartic acid hydrolase
JJDPLKEN_40185	CDS	1230	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
JJDPLKEN_40186	CDS	144				hypothetical protein
JJDPLKEN_40187	CDS	255				hypothetical protein
JJDPLKEN_40188	CDS	387				hypothetical protein
JJDPLKEN_40189	CDS	180				hypothetical protein
JJDPLKEN_40190	CDS	300				hypothetical protein
JJDPLKEN_40191	CDS	516				hypothetical protein
JJDPLKEN_40192	CDS	315				hypothetical protein
JJDPLKEN_40193	CDS	384				hypothetical protein
JJDPLKEN_40194	CDS	360				hypothetical protein
JJDPLKEN_40195	CDS	360				hypothetical protein
JJDPLKEN_40196	CDS	402				hypothetical protein
JJDPLKEN_40197	CDS	807				hypothetical protein
JJDPLKEN_40198	CDS	606				hypothetical protein
JJDPLKEN_40199	CDS	300				hypothetical protein
JJDPLKEN_40200	CDS	951				hypothetical protein
JJDPLKEN_40201	CDS	1056				hypothetical protein
JJDPLKEN_40202	CDS	630				hypothetical protein
JJDPLKEN_40203	CDS	1209				hypothetical protein
JJDPLKEN_40204	CDS	372				hypothetical protein
JJDPLKEN_40205	CDS	735				hypothetical protein
JJDPLKEN_40206	CDS	888				hypothetical protein
JJDPLKEN_40207	CDS	318				hypothetical protein
JJDPLKEN_40208	CDS	501				hypothetical protein
JJDPLKEN_40209	CDS	1716				hypothetical protein
JJDPLKEN_40210	CDS	396				hypothetical protein
JJDPLKEN_40211	CDS	444				hypothetical protein
JJDPLKEN_40212	CDS	1497				hypothetical protein
JJDPLKEN_40213	CDS	114				hypothetical protein
