locus_tag	ftype	length_bp	gene	EC_number	COG	product
KAAOPJAA_35948	CDS	1428	atpD_16	7.1.2.2	COG0055	ATP synthase subunit beta
KAAOPJAA_35949	CDS	945	atpG_10		COG0224	ATP synthase gamma chain
KAAOPJAA_35950	CDS	1530	atpA_14	7.1.2.2	COG0056	ATP synthase subunit alpha
KAAOPJAA_35951	CDS	543	atpH_8		COG0712	ATP synthase subunit delta
KAAOPJAA_35952	CDS	519	atpF_14		COG0711	ATP synthase subunit b
KAAOPJAA_35953	CDS	219	atpE_19			ATP synthase subunit c
KAAOPJAA_35954	CDS	708	atpB_10			ATP synthase subunit a
KAAOPJAA_35955	CDS	1272	pyrP_5			Uracil permease
KAAOPJAA_35956	CDS	774				hypothetical protein
KAAOPJAA_35957	CDS	1116				hypothetical protein
KAAOPJAA_35958	CDS	1728	ptsI_7	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
KAAOPJAA_35959	CDS	636	upp_9	2.4.2.9		Uracil phosphoribosyltransferase
KAAOPJAA_35960	CDS	1236	glyA_9	2.1.2.1	COG0112	Serine hydroxymethyltransferase
KAAOPJAA_35961	CDS	1065	ywlC_7	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
KAAOPJAA_35962	CDS	867	prmC_12	2.1.1.297	COG2890	Release factor glutamine methyltransferase
KAAOPJAA_35963	CDS	1089	prfA_11		COG0216	Peptide chain release factor 1
KAAOPJAA_35964	CDS	576	tdk_5	2.7.1.21		Thymidine kinase
KAAOPJAA_35965	CDS	1338	murT_6	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
KAAOPJAA_35966	CDS	708	gatD_8	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
KAAOPJAA_35967	CDS	1398	arcD1_1		COG0531	Arginine/ornithine antiporter ArcD1
KAAOPJAA_35968	CDS	1422	arcD1_2		COG0531	Arginine/ornithine antiporter ArcD1
KAAOPJAA_35969	CDS	462	argR_11		COG1438	Arginine repressor
KAAOPJAA_35970	CDS	1233	arcA_2	3.5.3.6		Arginine deiminase
KAAOPJAA_35971	CDS	1020	yfeW_4	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
KAAOPJAA_35972	CDS	600				hypothetical protein
KAAOPJAA_35973	CDS	3111				hypothetical protein
KAAOPJAA_35974	CDS	864				hypothetical protein
KAAOPJAA_35975	CDS	1089	xerC_157			Tyrosine recombinase XerC
KAAOPJAA_35976	CDS	651				hypothetical protein
KAAOPJAA_35977	CDS	186				hypothetical protein
KAAOPJAA_35978	CDS	624				hypothetical protein
KAAOPJAA_35979	CDS	276				hypothetical protein
KAAOPJAA_35980	CDS	138				hypothetical protein
KAAOPJAA_35981	CDS	315				hypothetical protein
KAAOPJAA_35982	CDS	276				hypothetical protein
KAAOPJAA_35983	CDS	285				hypothetical protein
KAAOPJAA_35984	CDS	471				hypothetical protein
KAAOPJAA_35985	CDS	1047				hypothetical protein
KAAOPJAA_35986	CDS	426				hypothetical protein
KAAOPJAA_35987	CDS	402				hypothetical protein
KAAOPJAA_35988	CDS	180				hypothetical protein
KAAOPJAA_35989	CDS	183				hypothetical protein
KAAOPJAA_35990	tRNA	75				tRNA-Glu(ctc)
KAAOPJAA_35991	CDS	330				hypothetical protein
KAAOPJAA_35992	tRNA	74				tRNA-Gln(ctg)
KAAOPJAA_35993	CDS	477				hypothetical protein
KAAOPJAA_35994	CDS	1938	copA_11	7.2.2.8	COG2217	Copper-exporting P-type ATPase
KAAOPJAA_35995	CDS	288				hypothetical protein
KAAOPJAA_35996	CDS	369				hypothetical protein
KAAOPJAA_35997	CDS	915	yicL_3		COG0697	putative inner membrane transporter YicL
KAAOPJAA_35998	CDS	933	arcC1_11	2.7.2.2		Carbamate kinase 1
KAAOPJAA_35999	CDS	1008	argF_8	2.1.3.3		Ornithine carbamoyltransferase
KAAOPJAA_36000	CDS	840	cheB_27	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
KAAOPJAA_36001	CDS	300				hypothetical protein
KAAOPJAA_36002	CDS	207				hypothetical protein
KAAOPJAA_36003	CDS	1359	pgi_10	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
KAAOPJAA_36004	CDS	615	lacA_11	2.3.1.18	COG0110	Galactoside O-acetyltransferase
KAAOPJAA_36005	CDS	861	glcU_4		COG4975	Glucose uptake protein GlcU
KAAOPJAA_36006	CDS	1488	rcsC_81	2.7.13.3		Sensor histidine kinase RcsC
KAAOPJAA_36007	CDS	720	srrA_29		COG0745	Transcriptional regulatory protein SrrA
KAAOPJAA_36008	tmRNA	372	ssrA			transfer-messenger RNA, SsrA
KAAOPJAA_36009	CDS	612				hypothetical protein
KAAOPJAA_36010	CDS	807		3.1.3.-		Putative phosphatase
KAAOPJAA_36011	CDS	456				hypothetical protein
KAAOPJAA_36012	CDS	1875	oatA_4	2.3.1.-		O-acetyltransferase OatA
KAAOPJAA_36013	CDS	312				hypothetical protein
KAAOPJAA_36014	CDS	1821	glmS_17	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
KAAOPJAA_36015	CDS	1356	glmM_8	5.4.2.10	COG1109	Phosphoglucosamine mutase
KAAOPJAA_36016	CDS	900				hypothetical protein
KAAOPJAA_36017	CDS	852	dacA_4	2.7.7.85	COG1624	Diadenylate cyclase
KAAOPJAA_36018	CDS	1356	fucP_3		COG0738	L-fucose-proton symporter
KAAOPJAA_36019	CDS	396	rbsD_5	5.4.99.62	COG1869	D-ribose pyranase
KAAOPJAA_36020	CDS	924	rbsK/rbiA_2			Bifunctional ribokinase/ribose-5-phosphate isomerase A
KAAOPJAA_36021	CDS	897	murB_11	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
KAAOPJAA_36022	CDS	537	polC_15	2.7.7.7	COG2176	DNA polymerase III PolC-type
KAAOPJAA_36023	CDS	423				hypothetical protein
KAAOPJAA_36024	CDS	510				hypothetical protein
KAAOPJAA_36025	CDS	459	tsaE_9		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
KAAOPJAA_36026	CDS	975	pta_12	2.3.1.8		Phosphate acetyltransferase
KAAOPJAA_36027	CDS	738	ung_8	3.2.2.27	COG0692	Uracil-DNA glycosylase
KAAOPJAA_36028	CDS	585				hypothetical protein
KAAOPJAA_36029	CDS	474	smpB_10		COG0691	SsrA-binding protein
KAAOPJAA_36030	CDS	2400	rnr_9	3.1.13.1	COG0557	Ribonuclease R
KAAOPJAA_36031	CDS	678	est_2	3.1.1.1		Carboxylesterase
KAAOPJAA_36032	CDS	240	secG_5		COG1314	putative protein-export membrane protein SecG
KAAOPJAA_36033	CDS	1551	clcA_6		COG0038	H(+)/Cl(-) exchange transporter ClcA
KAAOPJAA_36034	CDS	1383	yifK_3		COG1113	putative transport protein YifK
KAAOPJAA_36035	CDS	1323	eno2	4.2.1.11	COG0148	Enolase 2
KAAOPJAA_36036	CDS	750	tpiA_14	5.3.1.1		Triosephosphate isomerase
KAAOPJAA_36037	CDS	1206	pgk_8	2.7.2.3		Phosphoglycerate kinase
KAAOPJAA_36038	CDS	1008	gap_9	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
KAAOPJAA_36039	tRNA	72				tRNA-Arg(ccg)
KAAOPJAA_36040	CDS	594	clpP_15	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
KAAOPJAA_36041	CDS	1356	glpT_3		COG2271	Glycerol-3-phosphate transporter
KAAOPJAA_36042	CDS	132				hypothetical protein
KAAOPJAA_36043	CDS	114				hypothetical protein
KAAOPJAA_36044	CDS	942	whiA_8		COG1481	putative cell division protein WhiA
KAAOPJAA_36045	CDS	987			COG0391	Putative gluconeogenesis factor
KAAOPJAA_36046	CDS	873	yvcJ_4		COG1660	Nucleotide-binding protein YvcJ
KAAOPJAA_36047	CDS	1332	steT_2		COG0531	Serine/threonine exchanger SteT
KAAOPJAA_36048	CDS	2865	uvrA_20			UvrABC system protein A
KAAOPJAA_36049	CDS	2073	uvrB_10		COG0556	UvrABC system protein B
KAAOPJAA_36050	CDS	273				hypothetical protein
KAAOPJAA_36051	CDS	639	yfbR_3	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
KAAOPJAA_36052	CDS	1725	pgcA_13	5.4.2.2		Phosphoglucomutase
KAAOPJAA_36053	CDS	507				hypothetical protein
KAAOPJAA_36054	CDS	885	fliY_4		COG0834	L-cystine-binding protein FliY
KAAOPJAA_36055	CDS	1170	dapE_16	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
KAAOPJAA_36056	CDS	933	trxB_16	1.8.1.9	COG0492	Thioredoxin reductase
KAAOPJAA_36057	CDS	870	lutA_2		COG0247	Lactate utilization protein A
KAAOPJAA_36058	CDS	1488	lutB_2		COG1139	Lactate utilization protein B
KAAOPJAA_36059	CDS	735	lutC_2		COG1556	Lactate utilization protein C
KAAOPJAA_36060	CDS	915	gtaB_4	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
KAAOPJAA_36061	CDS	1017	gpsA_11	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
KAAOPJAA_36062	CDS	828	lgt_12	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
KAAOPJAA_36063	CDS	963	hprK_8	2.7.11.-	COG1493	HPr kinase/phosphorylase
KAAOPJAA_36064	CDS	360				hypothetical protein
KAAOPJAA_36065	CDS	288				hypothetical protein
KAAOPJAA_36066	CDS	999	prfB_11			Peptide chain release factor 2
KAAOPJAA_36067	CDS	2364	secA_10		COG0653	Protein translocase subunit SecA
KAAOPJAA_36068	CDS	549	hpf_10			Ribosome hibernation promotion factor
KAAOPJAA_36069	CDS	681				hypothetical protein
KAAOPJAA_36070	CDS	1332	comFA_3	3.6.4.12	COG4098	ComF operon protein 1
KAAOPJAA_36071	CDS	633				hypothetical protein
KAAOPJAA_36072	CDS	192				hypothetical protein
KAAOPJAA_36073	CDS	969			COG2826	IS30 family transposase IS1252
KAAOPJAA_36074	CDS	540	mdtD_3			Putative multidrug resistance protein MdtD
KAAOPJAA_36075	CDS	411				hypothetical protein
KAAOPJAA_36076	CDS	261				hypothetical protein
KAAOPJAA_36077	CDS	1839	kimA_3		COG0531	Potassium transporter KimA
KAAOPJAA_36078	CDS	1611	yveA		COG0531	Aspartate-proton symporter
KAAOPJAA_36079	CDS	489	proX_2		COG3760	Prolyl-tRNA editing protein ProX
KAAOPJAA_36080	CDS	1629	groL_9		COG0459	60 kDa chaperonin
KAAOPJAA_36081	CDS	285	groS_9		COG0234	10 kDa chaperonin
KAAOPJAA_36082	CDS	180				hypothetical protein
KAAOPJAA_36083	CDS	645	rex_6		COG2344	Redox-sensing transcriptional repressor Rex
KAAOPJAA_36084	CDS	1938	yheS_8		COG0488	putative ABC transporter ATP-binding protein YheS
KAAOPJAA_36085	CDS	966				hypothetical protein
KAAOPJAA_36086	CDS	1179	bacF	2.6.1.-	COG0436	Transaminase BacF
KAAOPJAA_36087	CDS	786	yafV_2	3.5.1.3		Omega-amidase YafV
KAAOPJAA_36088	CDS	789	proB_10	2.7.2.11	COG0263	Glutamate 5-kinase 1
KAAOPJAA_36089	CDS	1245	proA_10	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
KAAOPJAA_36090	CDS	774	proC_12	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
KAAOPJAA_36091	CDS	1032	tsaD_12	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
KAAOPJAA_36092	CDS	555				hypothetical protein
KAAOPJAA_36093	CDS	726	tsaB_8		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
KAAOPJAA_36094	CDS	996	galE_6	5.1.3.2	COG1087	UDP-glucose 4-epimerase
KAAOPJAA_36095	CDS	972	ppx_2	3.6.1.11	COG0248	Exopolyphosphatase
KAAOPJAA_36096	CDS	2244	ppk_7	2.7.4.1	COG0855	Polyphosphate kinase
KAAOPJAA_36097	CDS	1515	gppA_4	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
KAAOPJAA_36098	CDS	762				hypothetical protein
KAAOPJAA_36099	CDS	867	rsmI_11	2.1.1.198		Ribosomal RNA small subunit methyltransferase I
KAAOPJAA_36100	CDS	351				Initiation-control protein YabA
KAAOPJAA_36101	CDS	885	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
KAAOPJAA_36102	CDS	324	darA_7		COG3870	Cyclic di-AMP receptor A
KAAOPJAA_36103	CDS	642	tmk_7	2.7.4.9	COG0125	Thymidylate kinase
KAAOPJAA_36104	CDS	249				hypothetical protein
KAAOPJAA_36105	CDS	603	recR_10		COG0353	Recombination protein RecR
KAAOPJAA_36106	CDS	309	ybaB_2			Nucleoid-associated protein YbaB
KAAOPJAA_36107	CDS	1836	ruvB_15	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
KAAOPJAA_36108	CDS	1341			COG3385	IS4 family transposase ISLre1
KAAOPJAA_36109	CDS	513	tadA_16	3.5.4.33		tRNA-specific adenosine deaminase
KAAOPJAA_36110	CDS	222	nrdH_3		COG0695	Glutaredoxin-like protein NrdH
KAAOPJAA_36111	CDS	2172	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
KAAOPJAA_36112	CDS	1020	nrdF1	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF1
KAAOPJAA_36113	CDS	2637	adhE_20		COG1012	Aldehyde-alcohol dehydrogenase
KAAOPJAA_36114	CDS	753				hypothetical protein
KAAOPJAA_36115	CDS	612				hypothetical protein
KAAOPJAA_36116	CDS	333				hypothetical protein
KAAOPJAA_36117	CDS	372	mscL_8		COG1970	Large-conductance mechanosensitive channel
KAAOPJAA_36118	CDS	459				IS200/IS605 family transposase ISDha13
KAAOPJAA_36119	CDS	231				hypothetical protein
KAAOPJAA_36120	CDS	285				hypothetical protein
KAAOPJAA_36121	CDS	366	rplL_10		COG0222	50S ribosomal protein L7/L12
KAAOPJAA_36122	CDS	501	rplJ_10			50S ribosomal protein L10
KAAOPJAA_36123	CDS	1122	mnaA_4	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
KAAOPJAA_36124	CDS	1302		2.4.1.336		Beta-monoglucosyldiacylglycerol synthase
KAAOPJAA_36125	CDS	135				hypothetical protein
KAAOPJAA_36126	CDS	1194	lysN_3	2.6.1.39	COG1167	2-aminoadipate transaminase
KAAOPJAA_36127	CDS	693	rplA_10			50S ribosomal protein L1
KAAOPJAA_36128	CDS	426	rplK_9			50S ribosomal protein L11
KAAOPJAA_36129	CDS	543	nusG_13		COG0250	Transcription termination/antitermination protein NusG
KAAOPJAA_36130	CDS	177				hypothetical protein
KAAOPJAA_36131	CDS	150	rpmG3_2		COG0267	50S ribosomal protein L33 3
KAAOPJAA_36132	CDS	750		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
KAAOPJAA_36133	CDS	414	mrnC_7	3.1.26.-	COG1939	Mini-ribonuclease 3
KAAOPJAA_36134	CDS	1413	cysS_10	6.1.1.16	COG0215	Cysteine--tRNA ligase
KAAOPJAA_36135	CDS	1143	yacL_2	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
KAAOPJAA_36136	CDS	1374	radA_10	3.6.4.-	COG1066	DNA repair protein RadA
KAAOPJAA_36137	CDS	537	dut_11	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
KAAOPJAA_36138	CDS	297				hypothetical protein
KAAOPJAA_36139	CDS	684	rpiA_6	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
KAAOPJAA_36140	CDS	1341	pepC_4	3.4.22.40	COG3579	Aminopeptidase C
KAAOPJAA_36141	CDS	792			COG0834	putative amino-acid ABC transporter-binding protein
KAAOPJAA_36142	CDS	750	tcyC_6	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
KAAOPJAA_36143	CDS	702	tcyB_4		COG0765	L-cystine transport system permease protein TcyB
KAAOPJAA_36144	CDS	1143	metC_3	4.4.1.13	COG0626	Cystathionine beta-lyase
KAAOPJAA_36145	CDS	768				hypothetical protein
KAAOPJAA_36146	CDS	750	gpmA_11	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
KAAOPJAA_36147	CDS	1770				hypothetical protein
KAAOPJAA_36148	CDS	960	lacM	3.2.1.23	COG3250	Beta-galactosidase small subunit
KAAOPJAA_36149	CDS	1887	lacL	3.2.1.23	COG3250	Beta-galactosidase large subunit
KAAOPJAA_36150	tRNA	87				tRNA-Leu(aag)
KAAOPJAA_36151	CDS	453				Protein SprT-like protein
KAAOPJAA_36152	CDS	2178	yhgF_8		COG2183	Protein YhgF
KAAOPJAA_36153	CDS	828	nadE_16	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
KAAOPJAA_36154	CDS	1467	pncB2_7	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
KAAOPJAA_36155	CDS	702	nagR_19		COG2188	HTH-type transcriptional repressor NagR
KAAOPJAA_36156	CDS	720		5.1.1.13	COG1794	Aspartate racemase
KAAOPJAA_36157	CDS	1650	aspT_5			Aspartate/alanine antiporter
KAAOPJAA_36158	CDS	1401	ribZ_3			Riboflavin transporter RibZ
KAAOPJAA_36159	CDS	645				hypothetical protein
KAAOPJAA_36160	tRNA	73				tRNA-Gln(ttg)
KAAOPJAA_36161	tRNA	86				tRNA-Tyr(gta)
KAAOPJAA_36162	CDS	549				hypothetical protein
KAAOPJAA_36163	CDS	135				hypothetical protein
KAAOPJAA_36164	CDS	1500	dtpT_3		COG3104	Di-/tripeptide transporter
KAAOPJAA_36165	CDS	552				hypothetical protein
KAAOPJAA_36166	CDS	969			COG2826	IS30 family transposase IS1252
KAAOPJAA_36167	tRNA	76				tRNA-Asn(gtt)
KAAOPJAA_36168	CDS	333				hypothetical protein
KAAOPJAA_36169	CDS	1545				IS66 family transposase ISDeal1
KAAOPJAA_36170	CDS	357				hypothetical protein
KAAOPJAA_36171	CDS	189				hypothetical protein
KAAOPJAA_36172	tRNA	75				tRNA-Thr(cgt)
KAAOPJAA_36173	tRNA	76				tRNA-Asn(gtt)
KAAOPJAA_36174	rRNA	112				5S ribosomal RNA
KAAOPJAA_36175	rRNA	2919				23S ribosomal RNA
KAAOPJAA_36176	rRNA	1573				16S ribosomal RNA
KAAOPJAA_36177	CDS	1413				hypothetical protein
KAAOPJAA_36178	CDS	1527	lysS_7	6.1.1.6	COG1190	Lysine--tRNA ligase
KAAOPJAA_36179	CDS	1002	dusB_8	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
KAAOPJAA_36180	CDS	921	hslO_8		COG1281	33 kDa chaperonin
KAAOPJAA_36181	CDS	2109	ftsH_13	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
KAAOPJAA_36182	CDS	543	hpt_10	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
KAAOPJAA_36183	CDS	1434	tilS_10	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
KAAOPJAA_36184	CDS	495	pnp_16	2.7.7.8		Polyribonucleotide nucleotidyltransferase
KAAOPJAA_36185	CDS	357				hypothetical protein
KAAOPJAA_36186	CDS	273	hslR_2		COG1188	Heat shock protein 15
KAAOPJAA_36187	CDS	3540	mfd_11	3.6.4.-		Transcription-repair-coupling factor
KAAOPJAA_36188	CDS	618	pth_10	3.1.1.29		Peptidyl-tRNA hydrolase
KAAOPJAA_36189	CDS	639				hypothetical protein
KAAOPJAA_36190	CDS	792	mhpD	4.2.1.80		2-keto-4-pentenoate hydratase
KAAOPJAA_36191	CDS	342				hypothetical protein
KAAOPJAA_36192	CDS	1239	codA	3.5.4.1	COG0402	Cytosine deaminase
KAAOPJAA_36193	CDS	1377	pucI_3		COG1953	putative allantoin permease
KAAOPJAA_36194	CDS	375	ndoA_9	3.1.27.-	COG2337	Endoribonuclease EndoA
KAAOPJAA_36195	CDS	1128	alr_4	5.1.1.1	COG0787	Alanine racemase
KAAOPJAA_36196	CDS	363	acpS_6	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
KAAOPJAA_36197	CDS	141				hypothetical protein
KAAOPJAA_36198	CDS	1527	dltA_5	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
KAAOPJAA_36199	CDS	1218				hypothetical protein
KAAOPJAA_36200	CDS	240	dltC_3			D-alanyl carrier protein
KAAOPJAA_36201	CDS	1290	dltD_3		COG3966	Protein DltD
KAAOPJAA_36202	CDS	942	glsA_3	3.5.1.2	COG2066	Glutaminase
KAAOPJAA_36203	CDS	12615				hypothetical protein
KAAOPJAA_36204	CDS	1494	cshA_6	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
KAAOPJAA_36205	CDS	1380	murF_11	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
KAAOPJAA_36206	CDS	897	htpX_2	3.4.24.-	COG0501	Protease HtpX 
KAAOPJAA_36207	CDS	570	lemA_4		COG1704	Protein LemA
KAAOPJAA_36208	CDS	465	yfkJ_8	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
KAAOPJAA_36209	CDS	657	gpmA_12	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
KAAOPJAA_36210	CDS	867	fba_15	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
KAAOPJAA_36211	CDS	780	tpiA_15	5.3.1.1	COG0149	Triosephosphate isomerase
KAAOPJAA_36212	CDS	1788				hypothetical protein
KAAOPJAA_36213	CDS	2382	ppsA_3	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
KAAOPJAA_36214	CDS	705	strA_3	3.4.22.-	COG3764	Sortase A
KAAOPJAA_36215	CDS	891				hypothetical protein
KAAOPJAA_36216	CDS	1317				hypothetical protein
KAAOPJAA_36217	CDS	246	rpmE2_3		COG0254	50S ribosomal protein L31 type B
KAAOPJAA_36218	CDS	1278	murA1_4	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
KAAOPJAA_36219	CDS	1605	pyrG_10	6.3.4.2	COG0504	CTP synthase
KAAOPJAA_36220	CDS	570	rpoE_5			DNA-directed RNA polymerase subunit delta
KAAOPJAA_36221	CDS	399				hypothetical protein
KAAOPJAA_36222	CDS	825	lipL	2.3.1.200	COG0095	Lipoyl-[GcvH]:protein N-lipoyltransferase
KAAOPJAA_36223	CDS	1368				hypothetical protein
KAAOPJAA_36224	CDS	822		3.1.3.-		Putative phosphatase
KAAOPJAA_36225	CDS	738				hypothetical protein
KAAOPJAA_36226	CDS	990	prs_15	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
KAAOPJAA_36227	CDS	1368	glmU_10			Bifunctional protein GlmU
KAAOPJAA_36228	CDS	846	purR_22		COG0503	Pur operon repressor
KAAOPJAA_36229	CDS	798	znuB_7		COG1108	High-affinity zinc uptake system membrane protein ZnuB
KAAOPJAA_36230	CDS	672	mntB_8		COG1121	Manganese transport system ATP-binding protein MntB
KAAOPJAA_36231	CDS	912	fimA_2		COG0803	Manganese ABC transporter substrate-binding lipoprotein
KAAOPJAA_36232	CDS	852	ispE_10	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
KAAOPJAA_36233	CDS	243	veg_2		COG4466	Protein Veg
KAAOPJAA_36234	CDS	894	rsmA_9	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
KAAOPJAA_36235	CDS	567	rnmV_5	3.1.26.8	COG1658	Ribonuclease M5
KAAOPJAA_36236	CDS	819	dtd3_9	3.1.1.96		D-aminoacyl-tRNA deacylase
KAAOPJAA_36237	CDS	2028	metG_10	6.1.1.10		Methionine--tRNA ligase
KAAOPJAA_36238	CDS	882				hypothetical protein
KAAOPJAA_36239	CDS	126				hypothetical protein
KAAOPJAA_36240	CDS	699	cobB_13	2.3.1.286	COG0846	NAD-dependent protein deacetylase
KAAOPJAA_36241	CDS	960				hypothetical protein
KAAOPJAA_36242	CDS	1263	mvaA_2	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
KAAOPJAA_36243	CDS	942	ppx_3	3.6.1.11	COG0248	Exopolyphosphatase
KAAOPJAA_36244	CDS	1023	trpS2_5	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
KAAOPJAA_36245	CDS	960				hypothetical protein
KAAOPJAA_36246	CDS	1947				hypothetical protein
KAAOPJAA_36247	CDS	2319	helD_3	3.6.4.12	COG3973	DNA helicase IV
KAAOPJAA_36248	CDS	1170	napA_5			Na(+)/H(+) antiporter
KAAOPJAA_36249	tRNA	74				tRNA-Thr(ggt)
KAAOPJAA_36250	CDS	1362		5.1.1.21	COG0160	Isoleucine 2-epimerase
KAAOPJAA_36251	CDS	1473	yhdG_5		COG0531	putative amino acid permease YhdG
KAAOPJAA_36252	CDS	642	nth_13	4.2.99.18	COG0177	Endonuclease III
KAAOPJAA_36253	CDS	279				hypothetical protein
KAAOPJAA_36254	CDS	1197	tetA_5			Tetracycline resistance protein, class B
KAAOPJAA_36255	CDS	906		1.1.1.-		L-2-hydroxyisocaproate dehydrogenase
KAAOPJAA_36256	CDS	852	metQ_7		COG1464	putative D-methionine-binding lipoprotein MetQ
KAAOPJAA_36257	CDS	1065	metN_6	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
KAAOPJAA_36258	CDS	690	metP_4		COG2011	Methionine import system permease protein MetP
KAAOPJAA_36259	CDS	1146	dapE_17	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
KAAOPJAA_36260	CDS	1338	clcA_7		COG0038	H(+)/Cl(-) exchange transporter ClcA
KAAOPJAA_36261	CDS	429	msrB_3	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
KAAOPJAA_36262	CDS	639	opuCB_3		COG1174	Carnitine transport permease protein OpuCB
KAAOPJAA_36263	CDS	771	opuBA_3		COG1125	Choline transport ATP-binding protein OpuBA
KAAOPJAA_36264	CDS	666	opuCB_4		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCB
KAAOPJAA_36265	CDS	900	opuCC_2		COG1732	Glycine betaine/carnitine/choline-binding protein OpuCC
KAAOPJAA_36266	CDS	456	ywnA_4		COG1959	Putative HTH-type transcriptional regulator YwnA
KAAOPJAA_36267	CDS	855	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
KAAOPJAA_36268	CDS	132				hypothetical protein
KAAOPJAA_36269	CDS	1191	deoB_6	5.4.2.7	COG1015	Phosphopentomutase
KAAOPJAA_36270	CDS	1809	zosA_4	3.6.3.-	COG2217	Zinc-transporting ATPase
KAAOPJAA_36271	CDS	735				hypothetical protein
KAAOPJAA_36272	CDS	705				hypothetical protein
KAAOPJAA_36273	CDS	321				hypothetical protein
KAAOPJAA_36274	CDS	1353	rclA_6		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
KAAOPJAA_36275	CDS	279				hypothetical protein
KAAOPJAA_36276	CDS	2850	uvrB_11			UvrABC system protein B
KAAOPJAA_36277	CDS	501				hypothetical protein
KAAOPJAA_36278	CDS	954	ydhF_6	1.-.-.-	COG4989	Oxidoreductase YdhF
KAAOPJAA_36279	tRNA	76				tRNA-His(gtg)
KAAOPJAA_36280	CDS	771	tpiA_16	5.3.1.1		Triosephosphate isomerase
KAAOPJAA_36281	CDS	402	psiE_2			Protein PsiE
KAAOPJAA_36282	CDS	543	ydeN	3.-.-.-	COG3545	Putative hydrolase YdeN
KAAOPJAA_36283	CDS	93				hypothetical protein
