locus_tag	ftype	length_bp	gene	EC_number	COG	product
CBKIEKNK_39018	CDS	369				hypothetical protein
CBKIEKNK_39019	CDS	2334				hypothetical protein
CBKIEKNK_39020	CDS	447				hypothetical protein
CBKIEKNK_39021	CDS	420				hypothetical protein
CBKIEKNK_39022	CDS	840				hypothetical protein
CBKIEKNK_39023	CDS	279				hypothetical protein
CBKIEKNK_39024	CDS	1038				hypothetical protein
CBKIEKNK_39025	CDS	165				hypothetical protein
CBKIEKNK_39026	CDS	1122				hypothetical protein
CBKIEKNK_39027	CDS	720				hypothetical protein
CBKIEKNK_39028	CDS	687				hypothetical protein
CBKIEKNK_39029	CDS	258				hypothetical protein
CBKIEKNK_39030	CDS	1242				hypothetical protein
CBKIEKNK_39031	CDS	1572				hypothetical protein
CBKIEKNK_39032	CDS	309				hypothetical protein
CBKIEKNK_39033	CDS	951				hypothetical protein
CBKIEKNK_39034	CDS	795				hypothetical protein
CBKIEKNK_39035	CDS	1308				hypothetical protein
CBKIEKNK_39036	CDS	291				hypothetical protein
CBKIEKNK_39037	CDS	369				hypothetical protein
CBKIEKNK_39038	CDS	327				hypothetical protein
CBKIEKNK_39039	CDS	930				hypothetical protein
CBKIEKNK_39040	CDS	816				hypothetical protein
CBKIEKNK_39041	CDS	1158				hypothetical protein
CBKIEKNK_39042	CDS	969				hypothetical protein
CBKIEKNK_39043	CDS	1161	metK_18	2.5.1.6		S-adenosylmethionine synthase
CBKIEKNK_39044	CDS	108				hypothetical protein
CBKIEKNK_39045	CDS	771				hypothetical protein
CBKIEKNK_39046	CDS	4362				hypothetical protein
CBKIEKNK_39047	CDS	504				hypothetical protein
CBKIEKNK_39048	CDS	315				hypothetical protein
CBKIEKNK_39049	CDS	618				hypothetical protein
CBKIEKNK_39050	CDS	1092				IS1595 family transposase ISCco3
CBKIEKNK_39051	CDS	405				hypothetical protein
CBKIEKNK_39052	CDS	264				hypothetical protein
CBKIEKNK_39053	CDS	813				hypothetical protein
CBKIEKNK_39054	CDS	402				hypothetical protein
CBKIEKNK_39055	CDS	237				hypothetical protein
CBKIEKNK_39056	CDS	300				hypothetical protein
CBKIEKNK_39057	CDS	249				hypothetical protein
CBKIEKNK_39058	CDS	678				hypothetical protein
CBKIEKNK_39059	CDS	540	yknY_26	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
CBKIEKNK_39060	CDS	921	sasA_109	2.7.-.-		Adaptive-response sensory-kinase SasA
CBKIEKNK_39061	CDS	693	walR_20		COG0745	Transcriptional regulatory protein WalR
CBKIEKNK_39062	CDS	894				hypothetical protein
CBKIEKNK_39063	CDS	357	iap	3.4.-.-	COG0791	putative endopeptidase p60
CBKIEKNK_39064	CDS	651				hypothetical protein
CBKIEKNK_39065	CDS	711				hypothetical protein
CBKIEKNK_39066	CDS	2457		3.2.1.23	COG3250	Beta-galactosidase BoGH2A
CBKIEKNK_39067	CDS	1377	xylP_12			Isoprimeverose transporter
CBKIEKNK_39068	CDS	1077	rhaR_60			HTH-type transcriptional activator RhaR
CBKIEKNK_39069	CDS	762				hypothetical protein
CBKIEKNK_39070	CDS	324				hypothetical protein
CBKIEKNK_39071	CDS	468				hypothetical protein
CBKIEKNK_39072	CDS	1242				hypothetical protein
CBKIEKNK_39073	CDS	1260				hypothetical protein
CBKIEKNK_39074	CDS	258				hypothetical protein
CBKIEKNK_39075	CDS	465				hypothetical protein
CBKIEKNK_39076	CDS	354	rssB_12			Regulator of RpoS
CBKIEKNK_39077	CDS	228				hypothetical protein
CBKIEKNK_39078	CDS	123				hypothetical protein
CBKIEKNK_39079	CDS	1545	amiD	3.5.1.4	COG0154	Putative amidase AmiD
CBKIEKNK_39080	CDS	480				hypothetical protein
CBKIEKNK_39081	CDS	906	yofA_3		COG0583	HTH-type transcriptional regulator YofA
CBKIEKNK_39082	CDS	3363				hypothetical protein
CBKIEKNK_39083	CDS	1854	nagK_1	2.7.1.59		N-acetyl-D-glucosamine kinase
CBKIEKNK_39084	CDS	1725	pgcA_12	5.4.2.2		Phosphoglucomutase
CBKIEKNK_39085	CDS	606				hypothetical protein
CBKIEKNK_39086	CDS	651				hypothetical protein
CBKIEKNK_39087	CDS	1170		2.4.1.281	COG2152	4-O-beta-D-mannosyl-D-glucose phosphorylase
CBKIEKNK_39088	CDS	1215	ce-ne1_2	5.1.3.11	COG2942	Cellobiose 2-epimerase
CBKIEKNK_39089	CDS	1023		2.4.1.319	COG2152	Beta-1,4-mannooligosaccharide phosphorylase
CBKIEKNK_39090	CDS	849	araQ_41		COG0395	L-arabinose transport system permease protein AraQ
CBKIEKNK_39091	CDS	1002				hypothetical protein
CBKIEKNK_39092	CDS	1368				hypothetical protein
CBKIEKNK_39093	CDS	1011	cytR_12		COG1609	HTH-type transcriptional repressor CytR
CBKIEKNK_39094	CDS	2190	agaSK_2			Bifunctional alpha-galactosidase/sucrose kinase AgaSK
CBKIEKNK_39095	CDS	405				hypothetical protein
CBKIEKNK_39096	CDS	1233				hypothetical protein
CBKIEKNK_39097	CDS	276				hypothetical protein
CBKIEKNK_39098	CDS	537				hypothetical protein
CBKIEKNK_39099	CDS	2712				hypothetical protein
CBKIEKNK_39100	CDS	2109	ydfJ		COG2409	Membrane protein YdfJ
CBKIEKNK_39101	CDS	621				hypothetical protein
CBKIEKNK_39102	CDS	780				hypothetical protein
CBKIEKNK_39103	CDS	705	polC_12	2.7.7.7		DNA polymerase III PolC-type
CBKIEKNK_39104	CDS	471				hypothetical protein
CBKIEKNK_39105	CDS	597				hypothetical protein
CBKIEKNK_39106	CDS	990				hypothetical protein
CBKIEKNK_39107	CDS	903				hypothetical protein
CBKIEKNK_39108	CDS	723				hypothetical protein
CBKIEKNK_39109	CDS	213				hypothetical protein
CBKIEKNK_39110	CDS	390	blaI_11		COG3682	Penicillinase repressor
CBKIEKNK_39111	CDS	108				hypothetical protein
CBKIEKNK_39112	CDS	177				hypothetical protein
CBKIEKNK_39113	CDS	534				hypothetical protein
CBKIEKNK_39114	CDS	333				hypothetical protein
CBKIEKNK_39115	CDS	921	dapA_22	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
CBKIEKNK_39116	CDS	267				hypothetical protein
CBKIEKNK_39117	CDS	879	nadE_16	6.3.5.1		Glutamine-dependent NAD(+) synthetase
CBKIEKNK_39118	CDS	159				hypothetical protein
CBKIEKNK_39119	CDS	558				hypothetical protein
CBKIEKNK_39120	CDS	480	rlmH_12	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
CBKIEKNK_39121	CDS	696				hypothetical protein
CBKIEKNK_39122	CDS	1395	gltD_13	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
CBKIEKNK_39123	CDS	888			COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit 
CBKIEKNK_39124	CDS	1128				hypothetical protein
CBKIEKNK_39125	CDS	2535	ftsK_3			DNA translocase FtsK
CBKIEKNK_39126	CDS	876	uppP_14	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
CBKIEKNK_39127	CDS	705	tepA_3		COG0740	Translocation-enhancing protein TepA
CBKIEKNK_39128	CDS	729	pmpR_2		COG0217	Transcriptional regulatory protein PmpR
CBKIEKNK_39129	CDS	1380				hypothetical protein
CBKIEKNK_39130	CDS	621				hypothetical protein
CBKIEKNK_39131	CDS	558	ltrA_19		COG3344	Group II intron-encoded protein LtrA
CBKIEKNK_39132	CDS	240				hypothetical protein
CBKIEKNK_39133	CDS	351	ndoA_9	3.1.27.-	COG2337	Endoribonuclease EndoA
CBKIEKNK_39134	CDS	1140	alr1_6	5.1.1.1	COG0787	Alanine racemase 1
CBKIEKNK_39135	CDS	1503	nnr_10		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
CBKIEKNK_39136	CDS	645	rex1_3		COG2344	Redox-sensing transcriptional repressor Rex 1
CBKIEKNK_39137	CDS	1908	ettA_13		COG0488	Energy-dependent translational throttle protein EttA
CBKIEKNK_39138	CDS	798				hypothetical protein
CBKIEKNK_39139	CDS	900		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
CBKIEKNK_39140	CDS	651				hypothetical protein
CBKIEKNK_39141	CDS	1212	icd_8	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
CBKIEKNK_39142	CDS	702	rspR_9		COG1802	HTH-type transcriptional repressor RspR
CBKIEKNK_39143	CDS	1389		2.3.3.3	COG0119	Citrate (Re)-synthase
CBKIEKNK_39144	CDS	843	aprX_2	3.4.21.-	COG1404	Serine protease AprX
CBKIEKNK_39145	CDS	1695				hypothetical protein
CBKIEKNK_39146	CDS	255				hypothetical protein
CBKIEKNK_39147	CDS	159				hypothetical protein
CBKIEKNK_39148	CDS	333				hypothetical protein
CBKIEKNK_39149	CDS	957				hypothetical protein
CBKIEKNK_39150	CDS	1281	cinA_11		COG1058	Putative competence-damage inducible protein
CBKIEKNK_39151	CDS	543	pgsA_12	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
CBKIEKNK_39152	CDS	1341	rimO_9	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
CBKIEKNK_39153	CDS	261	rpoZ_7	2.7.7.6		DNA-directed RNA polymerase subunit omega
CBKIEKNK_39154	CDS	633	gmk_16	2.7.4.8	COG0194	Guanylate kinase
CBKIEKNK_39155	CDS	273	remA_3		COG2052	Extracellular matrix regulatory protein A
CBKIEKNK_39156	CDS	879				hypothetical protein
CBKIEKNK_39157	CDS	1749	rqcH_7		COG1293	Rqc2 RqcH
CBKIEKNK_39158	CDS	1629	nfdA_9	3.5.1.91		N-substituted formamide deformylase
CBKIEKNK_39159	CDS	444				hypothetical protein
CBKIEKNK_39160	CDS	2067	cheA_4	2.7.13.3	COG0643	Chemotaxis protein CheA
CBKIEKNK_39161	CDS	942	pleD_2			Response regulator PleD
CBKIEKNK_39162	CDS	477	cheD_4	3.5.1.44	COG1871	Chemoreceptor glutamine deamidase CheD
CBKIEKNK_39163	CDS	624				hypothetical protein
CBKIEKNK_39164	CDS	1677				hypothetical protein
CBKIEKNK_39165	CDS	372	cheY_5		COG0784	Chemotaxis protein CheY
CBKIEKNK_39166	CDS	822	cheR2_2	2.1.1.80		Chemotaxis protein methyltransferase Cher2
CBKIEKNK_39167	CDS	327				hypothetical protein
CBKIEKNK_39168	CDS	396				hypothetical protein
CBKIEKNK_39169	CDS	2415	leuS_12	6.1.1.4		Leucine--tRNA ligase
CBKIEKNK_39170	CDS	1593				hypothetical protein
CBKIEKNK_39171	CDS	2091	fusA_16		COG0480	Elongation factor G
CBKIEKNK_39172	CDS	1098				hypothetical protein
CBKIEKNK_39173	CDS	1272	aroA1_2	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
CBKIEKNK_39174	CDS	567	dhaS			HTH-type dhaKLM operon transcriptional activator DhaS
CBKIEKNK_39175	CDS	1770		4.2.1.53	COG4716	Oleate hydratase
CBKIEKNK_39176	CDS	1530	hutH_5	4.3.1.3	COG2986	Histidine ammonia-lyase
CBKIEKNK_39177	CDS	2187				hypothetical protein
CBKIEKNK_39178	CDS	492	ndhS_2	1.17.1.5		Nicotinate dehydrogenase small FeS subunit
CBKIEKNK_39179	CDS	2247	xdhA_9	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
CBKIEKNK_39180	CDS	963	hcrB	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit beta
CBKIEKNK_39181	CDS	1410				hypothetical protein
CBKIEKNK_39182	CDS	3171	rcsC_74	2.7.13.3		Sensor histidine kinase RcsC
CBKIEKNK_39183	CDS	3345	rcsC_75	2.7.13.3		Sensor histidine kinase RcsC
CBKIEKNK_39184	CDS	1278				hypothetical protein
CBKIEKNK_39185	CDS	1752				hypothetical protein
CBKIEKNK_39186	CDS	1650		1.18.1.2		Ferredoxin--NADP reductase
CBKIEKNK_39187	CDS	564	ahpC_9	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
CBKIEKNK_39188	CDS	189				hypothetical protein
CBKIEKNK_39189	CDS	648	cat_1	2.3.1.28		Chloramphenicol acetyltransferase
CBKIEKNK_39190	CDS	1215	norV_5		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
CBKIEKNK_39191	CDS	1653				hypothetical protein
CBKIEKNK_39192	CDS	990				hypothetical protein
CBKIEKNK_39193	CDS	543			COG1136	putative ABC transporter ATP-binding protein
CBKIEKNK_39194	CDS	555				hypothetical protein
CBKIEKNK_39195	CDS	750				hypothetical protein
CBKIEKNK_39196	CDS	474				hypothetical protein
CBKIEKNK_39197	CDS	477				hypothetical protein
CBKIEKNK_39198	CDS	432				hypothetical protein
CBKIEKNK_39199	CDS	333				hypothetical protein
CBKIEKNK_39200	CDS	855				hypothetical protein
CBKIEKNK_39201	CDS	567				hypothetical protein
CBKIEKNK_39202	CDS	297				hypothetical protein
CBKIEKNK_39203	CDS	453				hypothetical protein
CBKIEKNK_39204	CDS	435				hypothetical protein
CBKIEKNK_39205	CDS	609	agrB_15	3.4.-.-		Accessory gene regulator protein B
CBKIEKNK_39206	CDS	216				hypothetical protein
CBKIEKNK_39207	CDS	1329				hypothetical protein
CBKIEKNK_39208	CDS	726				hypothetical protein
CBKIEKNK_39209	CDS	381				hypothetical protein
CBKIEKNK_39210	CDS	678				hypothetical protein
CBKIEKNK_39211	CDS	1323	nisC			Nisin biosynthesis protein NisC
CBKIEKNK_39212	CDS	1806			COG1132	putative ABC transporter ATP-binding protein
CBKIEKNK_39213	CDS	3066	nisB			Nisin biosynthesis protein NisB
CBKIEKNK_39214	CDS	1374	sasA_110	2.7.-.-		Adaptive-response sensory-kinase SasA
CBKIEKNK_39215	CDS	666	arlR_10		COG0745	Response regulator ArlR
CBKIEKNK_39216	CDS	150	spaS_1			Lantibiotic subtilin
CBKIEKNK_39217	CDS	174	spaS_2			Lantibiotic subtilin
CBKIEKNK_39218	CDS	174	spaS_3			Lantibiotic subtilin
CBKIEKNK_39219	CDS	174	spaS_4			Lantibiotic subtilin
CBKIEKNK_39220	CDS	174	spaS_5			Lantibiotic subtilin
CBKIEKNK_39221	CDS	1362	rcsC_76	2.7.13.3		Sensor histidine kinase RcsC
CBKIEKNK_39222	CDS	660	saeR_3		COG0745	Response regulator SaeR
CBKIEKNK_39223	CDS	816	nisI_2			Nisin immunity protein
CBKIEKNK_39224	CDS	732				hypothetical protein
CBKIEKNK_39225	CDS	723				hypothetical protein
CBKIEKNK_39226	CDS	759	bcrA_20			Bacitracin transport ATP-binding protein BcrA
CBKIEKNK_39227	CDS	504				hypothetical protein
CBKIEKNK_39228	CDS	441	sipV_2	3.4.21.89	COG0681	Signal peptidase I V
CBKIEKNK_39229	CDS	255	yknY_27	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
CBKIEKNK_39230	CDS	753				hypothetical protein
CBKIEKNK_39231	CDS	747				hypothetical protein
CBKIEKNK_39232	CDS	312				hypothetical protein
CBKIEKNK_39233	CDS	168				hypothetical protein
CBKIEKNK_39234	CDS	867				hypothetical protein
CBKIEKNK_39235	CDS	183				hypothetical protein
CBKIEKNK_39236	CDS	1230				hypothetical protein
CBKIEKNK_39237	CDS	3972				hypothetical protein
CBKIEKNK_39238	CDS	597				hypothetical protein
CBKIEKNK_39239	CDS	201				hypothetical protein
CBKIEKNK_39240	CDS	2157				hypothetical protein
CBKIEKNK_39241	CDS	540				hypothetical protein
CBKIEKNK_39242	CDS	846	cysH_7	1.8.4.8		Phosphoadenosine phosphosulfate reductase
CBKIEKNK_39243	CDS	1356				hypothetical protein
CBKIEKNK_39244	CDS	579				IS3 family transposase ISEfa10
CBKIEKNK_39245	CDS	819				IS3 family transposase ISEfa10
CBKIEKNK_39246	CDS	240				hypothetical protein
CBKIEKNK_39247	CDS	399				hypothetical protein
CBKIEKNK_39248	CDS	219				hypothetical protein
CBKIEKNK_39249	CDS	327				hypothetical protein
CBKIEKNK_39250	CDS	153				hypothetical protein
CBKIEKNK_39251	CDS	318				hypothetical protein
CBKIEKNK_39252	CDS	123				hypothetical protein
CBKIEKNK_39253	CDS	810				hypothetical protein
CBKIEKNK_39254	CDS	378				hypothetical protein
CBKIEKNK_39255	CDS	1305				hypothetical protein
CBKIEKNK_39256	CDS	411	kdpE_8		COG0745	KDP operon transcriptional regulatory protein KdpE
CBKIEKNK_39257	CDS	2733	rcsC_77	2.7.13.3		Sensor histidine kinase RcsC
CBKIEKNK_39258	CDS	123				hypothetical protein
CBKIEKNK_39259	CDS	2865	rcsC_78	2.7.13.3		Sensor histidine kinase RcsC
CBKIEKNK_39260	CDS	3438	rssB_13			Regulator of RpoS
CBKIEKNK_39261	CDS	1500				hypothetical protein
CBKIEKNK_39262	CDS	1038	queA_11	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
CBKIEKNK_39263	CDS	603	pspA_6	3.1.3.3	COG0406	Phosphoserine phosphatase 1
CBKIEKNK_39264	CDS	2418	pheT_12	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
CBKIEKNK_39265	CDS	1020	pheS_12	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
CBKIEKNK_39266	CDS	954				hypothetical protein
CBKIEKNK_39267	CDS	1488				hypothetical protein
CBKIEKNK_39268	CDS	1569	speE_2	2.5.1.16		Polyamine aminopropyltransferase
CBKIEKNK_39269	CDS	1065	mro_10	5.1.3.3	COG2017	Aldose 1-epimerase
CBKIEKNK_39270	CDS	771				hypothetical protein
CBKIEKNK_39271	CDS	1692	pckA_5	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
CBKIEKNK_39272	CDS	1488	thrC_11	4.2.3.1	COG0498	Threonine synthase
CBKIEKNK_39273	CDS	831				hypothetical protein
CBKIEKNK_39274	CDS	1656	leuA_12	2.3.3.13	COG0119	2-isopropylmalate synthase
CBKIEKNK_39275	CDS	1038				hypothetical protein
CBKIEKNK_39276	CDS	393				hypothetical protein
CBKIEKNK_39277	tRNA	74				tRNA-Pro(ggg)
CBKIEKNK_39278	CDS	855				hypothetical protein
CBKIEKNK_39279	CDS	180				hypothetical protein
CBKIEKNK_39280	CDS	495				hypothetical protein
CBKIEKNK_39281	CDS	642				hypothetical protein
CBKIEKNK_39282	CDS	474				hypothetical protein
CBKIEKNK_39283	CDS	450				hypothetical protein
CBKIEKNK_39284	CDS	468				hypothetical protein
CBKIEKNK_39285	CDS	282				hypothetical protein
CBKIEKNK_39286	CDS	123				hypothetical protein
CBKIEKNK_39287	CDS	225				hypothetical protein
CBKIEKNK_39288	CDS	489	DmdB_5	4.2.1.85		2,3-dimethylmalate dehydratase small subunit
CBKIEKNK_39289	CDS	1269	dmdA_5	4.2.1.85		2,3-dimethylmalate dehydratase large subunit
CBKIEKNK_39290	CDS	897	cynR_23			HTH-type transcriptional regulator CynR
CBKIEKNK_39291	CDS	1014	ilvC_8	1.1.1.86		Ketol-acid reductoisomerase (NADP(+))
CBKIEKNK_39292	CDS	513	ilvH_12	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
CBKIEKNK_39293	CDS	1161				hypothetical protein
CBKIEKNK_39294	CDS	1392	patA_9	2.3.1.-	COG1696	Peptidoglycan O-acetyltransferase
CBKIEKNK_39295	CDS	471				hypothetical protein
CBKIEKNK_39296	CDS	780				hypothetical protein
CBKIEKNK_39297	CDS	1611	gsiA_4	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
CBKIEKNK_39298	CDS	1584	appA_6			Oligopeptide-binding protein AppA
CBKIEKNK_39299	CDS	819	dppC_6		COG1173	Dipeptide transport system permease protein DppC
CBKIEKNK_39300	CDS	993	cntB		COG0601	Metal-staphylopine import system permease protein CntB
CBKIEKNK_39301	CDS	1992	fldZ_5	1.3.1.-		Cinnamate reductase
CBKIEKNK_39302	CDS	894	catM_3			HTH-type transcriptional regulator CatM
CBKIEKNK_39303	CDS	741				hypothetical protein
CBKIEKNK_39304	CDS	1128				hypothetical protein
CBKIEKNK_39305	CDS	201				hypothetical protein
CBKIEKNK_39306	CDS	903	yxlF_9	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
CBKIEKNK_39307	CDS	771				hypothetical protein
CBKIEKNK_39308	CDS	306				hypothetical protein
CBKIEKNK_39309	CDS	483				hypothetical protein
CBKIEKNK_39310	CDS	1461	nanR_7			HTH-type transcriptional repressor NanR
CBKIEKNK_39311	CDS	549				hypothetical protein
CBKIEKNK_39312	CDS	246	linA_3			Lincosamide resistance protein
CBKIEKNK_39313	CDS	606				hypothetical protein
CBKIEKNK_39314	CDS	195				hypothetical protein
CBKIEKNK_39315	CDS	411				hypothetical protein
CBKIEKNK_39316	CDS	465				hypothetical protein
CBKIEKNK_39317	CDS	534	ybdM_7		COG1475	putative protein YbdM
CBKIEKNK_39318	CDS	1326				hypothetical protein
CBKIEKNK_39319	CDS	549				hypothetical protein
CBKIEKNK_39320	CDS	549				hypothetical protein
CBKIEKNK_39321	CDS	702	gph_35	3.1.3.18		Phosphoglycolate phosphatase
CBKIEKNK_39322	CDS	312				hypothetical protein
CBKIEKNK_39323	CDS	450				hypothetical protein
CBKIEKNK_39324	CDS	1110	btuD_96	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CBKIEKNK_39325	CDS	840	araQ_42		COG0395	L-arabinose transport system permease protein AraQ
CBKIEKNK_39326	CDS	957				hypothetical protein
CBKIEKNK_39327	CDS	1233				hypothetical protein
CBKIEKNK_39328	CDS	1701	smc_32			Chromosome partition protein Smc
CBKIEKNK_39329	CDS	534				hypothetical protein
CBKIEKNK_39330	CDS	2109				hypothetical protein
CBKIEKNK_39331	CDS	1170	sasA_111	2.7.-.-		Adaptive-response sensory-kinase SasA
CBKIEKNK_39332	CDS	702	walR_21		COG0745	Transcriptional regulatory protein WalR
CBKIEKNK_39333	CDS	153				hypothetical protein
CBKIEKNK_39334	CDS	777	bcrB_3			Bacitracin transport permease protein BcrB
CBKIEKNK_39335	CDS	735				hypothetical protein
CBKIEKNK_39336	CDS	924	bcrA_21			Bacitracin transport ATP-binding protein BcrA
CBKIEKNK_39337	CDS	924	sasA_112	2.7.-.-		Adaptive-response sensory-kinase SasA
CBKIEKNK_39338	CDS	702	regX3_24		COG0745	Sensory transduction protein regX3
CBKIEKNK_39339	CDS	318				hypothetical protein
CBKIEKNK_39340	CDS	648				hypothetical protein
CBKIEKNK_39341	CDS	861	btuD_97	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CBKIEKNK_39342	CDS	378	ytrA_14		COG1725	HTH-type transcriptional repressor YtrA
CBKIEKNK_39343	CDS	912				hypothetical protein
CBKIEKNK_39344	CDS	774	mta_5		COG0789	HTH-type transcriptional activator mta
CBKIEKNK_39345	CDS	1251	dinB_24	2.7.7.7		DNA polymerase IV
CBKIEKNK_39346	CDS	579	yedK_3	3.4.-.-	COG2135	SOS response-associated protein YedK
CBKIEKNK_39347	CDS	480				hypothetical protein
CBKIEKNK_39348	CDS	93				hypothetical protein
CBKIEKNK_39349	CDS	2277	lacZ_19	3.2.1.23		Beta-galactosidase
CBKIEKNK_39350	CDS	414	atpC_15			ATP synthase epsilon chain
CBKIEKNK_39351	CDS	1389	atpD_15	7.1.2.2	COG0055	ATP synthase subunit beta
CBKIEKNK_39352	CDS	900	atpG_12		COG0224	ATP synthase gamma chain, sodium ion specific
CBKIEKNK_39353	CDS	1509	atpA_15	7.1.2.2	COG0056	ATP synthase subunit alpha
CBKIEKNK_39354	CDS	504	atpD_16			ATP synthase subunit delta
CBKIEKNK_39355	CDS	495	atpF_15			ATP synthase subunit b, sodium ion specific
CBKIEKNK_39356	CDS	216	atpE_18			ATP synthase subunit c, sodium ion specific
CBKIEKNK_39357	CDS	594	atpB_12		COG0356	ATP synthase subunit a
CBKIEKNK_39358	CDS	738	cobB_14	2.3.1.286	COG0846	NAD-dependent protein deacetylase
CBKIEKNK_39359	CDS	876	trxB_16	1.8.1.9		Thioredoxin reductase
CBKIEKNK_39360	CDS	309	trxA_17			Thioredoxin 1
CBKIEKNK_39361	CDS	672				hypothetical protein
CBKIEKNK_39362	CDS	138				hypothetical protein
CBKIEKNK_39363	CDS	1398	xylP_13			Isoprimeverose transporter
CBKIEKNK_39364	CDS	1530	pnbA_7	3.1.1.-	COG2272	Para-nitrobenzyl esterase
CBKIEKNK_39365	CDS	1215				hypothetical protein
CBKIEKNK_39366	CDS	1212	rhaS_65			HTH-type transcriptional activator RhaS
CBKIEKNK_39367	CDS	468	yfkJ_8	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
CBKIEKNK_39368	CDS	1107	Int-Tn_22			Transposase from transposon Tn916
CBKIEKNK_39369	CDS	147	Int-Tn_23			Transposase from transposon Tn916
CBKIEKNK_39370	CDS	204				hypothetical protein
CBKIEKNK_39371	CDS	1206				hypothetical protein
CBKIEKNK_39372	CDS	270				hypothetical protein
CBKIEKNK_39373	CDS	456				hypothetical protein
CBKIEKNK_39374	CDS	438				hypothetical protein
CBKIEKNK_39375	CDS	315	regX3_25		COG0745	Sensory transduction protein regX3
CBKIEKNK_39376	CDS	576				hypothetical protein
CBKIEKNK_39377	CDS	1395				hypothetical protein
CBKIEKNK_39378	CDS	876	btuD_98	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CBKIEKNK_39379	CDS	1185	rcsC_79	2.7.13.3		Sensor histidine kinase RcsC
CBKIEKNK_39380	CDS	681	walR_22		COG0745	Transcriptional regulatory protein WalR
CBKIEKNK_39381	CDS	1200	Int-Tn_24			Transposase from transposon Tn916
CBKIEKNK_39382	CDS	93				hypothetical protein
CBKIEKNK_39383	CDS	273				hypothetical protein
CBKIEKNK_39384	CDS	1101				hypothetical protein
CBKIEKNK_39385	CDS	273	regX3_26		COG0745	Sensory transduction protein regX3
CBKIEKNK_39386	CDS	363	natA_6	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
CBKIEKNK_39387	CDS	219				hypothetical protein
CBKIEKNK_39388	CDS	678				hypothetical protein
CBKIEKNK_39389	CDS	1323				hypothetical protein
CBKIEKNK_39390	CDS	120				hypothetical protein
CBKIEKNK_39391	CDS	1794				hypothetical protein
CBKIEKNK_39392	CDS	1536				hypothetical protein
CBKIEKNK_39393	CDS	1386				hypothetical protein
CBKIEKNK_39394	CDS	1428	sau3AIR	3.1.21.4		Type-2 restriction enzyme Sau3AI
CBKIEKNK_39395	CDS	483				hypothetical protein
CBKIEKNK_39396	CDS	1179				hypothetical protein
CBKIEKNK_39397	CDS	1641				hypothetical protein
CBKIEKNK_39398	CDS	417				hypothetical protein
CBKIEKNK_39399	CDS	888	hdfR_25			HTH-type transcriptional regulator HdfR
CBKIEKNK_39400	CDS	1488	lon_5	3.4.21.53		Lon protease
CBKIEKNK_39401	CDS	201	cspL_3		COG1278	Cold shock protein 2
CBKIEKNK_39402	CDS	591				hypothetical protein
CBKIEKNK_39403	CDS	897				hypothetical protein
CBKIEKNK_39404	CDS	615	pflA_7	1.97.1.4		Pyruvate formate-lyase-activating enzyme
CBKIEKNK_39405	CDS	2253	pflB_8	2.3.1.54		Formate acetyltransferase
CBKIEKNK_39406	CDS	810	thiD_11	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
CBKIEKNK_39407	CDS	651		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
CBKIEKNK_39408	CDS	660	thiE_15	2.5.1.3		Thiamine-phosphate synthase
CBKIEKNK_39409	CDS	225	thiM_10	2.7.1.50		Hydroxyethylthiazole kinase
CBKIEKNK_39410	CDS	597	thiM_11	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
